timestamp,open,high,low,close,volume
2018-03-13,279.84,280.41,276.03,276.72,93427280.0
2018-03-14,277.81,278.02,274.67,275.25,107710053.0
2018-03-15,275.88,276.61,274.43,275.03,88837397.0
2018-03-16,274.5,275.39,274.14,274.22,101412188.0
2018-03-19,273.35,274.3957,268.62,270.61,111075802.0
2018-03-20,270.94,271.67,270.18,270.93,60829259.0
2018-03-21,270.9,273.27,270.19,270.4,79541919.0
2018-03-22,267.91,268.87,263.36,263.71,152401570.0
2018-03-23,264.17,265.02,257.83,258.015,186705769.0
2018-03-26,262.13,265.43,259.41,265.14,144878172.0
2018-03-27,266.17,266.77,258.84,260.76,134090487.0
2018-03-28,260.75,262.64,258.58,259.85,151934925.0
2018-03-29,261.12,265.26,259.8389,263.43,128072137.0
2018-04-02,262.55,263.13,254.67,257.52,188325321.0
2018-04-03,258.87,261.31,256.84,260.73,121245396.0
2018-04-04,256.75,264.355,256.6,263.78,126742991.0
2018-04-05,265.54,266.64,264.32,265.59,84309507.0
2018-04-06,263.42,265.11,258.0,259.7,182854619.0
2018-04-09,261.37,264.84,259.9356,260.83,113639051.0
2018-04-10,264.27,266.04,262.98,265.09,107159335.0
2018-04-11,263.47,265.64,263.39,263.71,92820659.0
2018-04-12,265.26,267.0,265.06,265.9003,70635606.0
2018-04-13,267.41,267.54,264.01,265.11,86860777.0
2018-04-16,267.0,268.2,266.07,267.37,64594574.0
2018-04-17,269.33,270.87,268.75,270.13,66215072.0
2018-04-18,270.69,271.3,269.87,270.37,57919664.0
2018-04-19,269.65,269.88,267.72,268.87,79527976.0
2018-04-20,268.81,269.06,265.61,266.66,101358707.0
2018-04-23,267.26,267.89,265.35,266.57,67468135.0
2018-04-24,267.73,267.9762,261.28,263.04,114962314.0
2018-04-25,262.91,264.13,260.85,263.63,105412286.0
2018-04-26,264.79,267.2452,264.29,266.24,68959182.0
2018-04-27,267.0,267.34,265.5,266.58,58099215.0
2018-04-30,267.26,267.89,264.43,264.53,84864978.0
2018-05-01,263.9,265.1,262.11,264.96,77000433.0
2018-05-02,264.76,265.68,262.76,263.17,87960465.0
2018-05-03,262.26,263.36,259.05,262.59,138114268.0
2018-05-04,261.52,266.7892,261.15,265.92,92744409.0
2018-05-07,266.89,268.02,266.11,266.92,56246159.0
2018-05-08,266.5,267.325,265.15,266.89,68490026.0
2018-05-09,267.68,269.865,267.09,269.47,60946478.0
2018-05-10,270.34,272.39,270.22,272.0,73496270.0
2018-05-11,272.16,273.15,271.58,272.64,64249519.0
2018-05-14,273.34,274.08,272.36,272.95,57758926.0
2018-05-15,271.59,271.61,270.03,271.03,91104778.0
2018-05-16,271.14,272.76,271.11,272.15,55278260.0
2018-05-17,271.94,273.23,271.13,272.01,57619100.0
2018-05-18,271.62,272.03,270.93,271.34,65582406.0
2018-05-21,273.01,273.98,271.3512,273.36,60494019.0
2018-05-22,273.96,274.25,272.24,272.58,54584049.0
2018-05-23,271.17,273.39,270.99,273.37,65652020.0
2018-05-24,272.91,273.22,270.78,272.84,77138128.0
2018-05-25,272.15,272.86,271.58,272.21,58118644.0
2018-05-29,270.31,271.17,267.76,269.12,119430992.0
2018-05-30,270.5,273.11,270.42,272.59,71476485.0
2018-05-31,272.15,272.49,270.255,270.81,97047084.0
2018-06-01,272.41,273.94,272.33,273.61,73684806.0
2018-06-04,274.53,275.185,274.26,274.89,46900396.0
2018-06-05,275.05,275.53,274.18,275.19,54148265.0
2018-06-06,275.79,277.52,275.09,277.43,65048897.0
2018-06-07,277.95,278.28,276.34,277.37,74154313.0
2018-06-08,276.85,278.25,276.66,278.22,73082607.0
2018-06-11,278.44,279.37,278.31,278.58,59668405.0
2018-06-12,279.03,279.33,278.19,278.97,74511683.0
2018-06-13,279.19,279.48,277.8,278.01,80383239.0
2018-06-14,279.01,279.33,278.0599,278.68,80080701.0
2018-06-15,276.6,277.51,275.35,277.03,121150047.0
2018-06-18,275.49,276.7,274.95,276.59,53795470.0
2018-06-19,274.0,275.75,273.53,275.48,99299985.0
2018-06-20,276.27,276.72,275.59,276.01,55038477.0
2018-06-21,275.96,275.98,273.68,274.24,72830642.0
2018-06-22,275.66,275.785,274.49,274.76,58141958.0
2018-06-25,273.44,273.6162,269.1,271.07,140736625.0
2018-06-26,271.64,272.56,270.79,271.58,71010510.0
2018-06-27,272.26,273.865,269.18,269.8,107076264.0
2018-06-28,269.29,271.75,268.49,270.91,78226226.0
2018-06-29,272.12,273.66,271.1495,271.34,100130479.0
2018-07-02,269.51,272.04,269.24,271.84,65158380.0
2018-07-03,272.87,272.98,270.42,270.88,44038959.0
2018-07-05,272.17,273.18,270.96,273.02,58320429.0
2018-07-06,273.14,275.84,272.715,275.36,67827660.0
2018-07-09,276.55,277.96,276.5,277.9,51878754.0
2018-07-10,278.41,279.01,278.08,278.81,53080928.0
2018-07-11,277.15,278.04,276.52,276.91,78467076.0
2018-07-12,278.28,279.43,277.6,279.29,62854200.0
2018-07-13,279.17,279.93,278.66,279.56,49301251.0
2018-07-16,279.64,279.803,278.84,279.39,50880262.0
2018-07-17,278.47,280.91,278.41,280.43,53362867.0
2018-07-18,280.56,281.18,280.06,281.06,45293969.0
2018-07-19,280.31,280.74,279.46,279.96,62297849.0
2018-07-20,279.77,280.48,279.5,279.72,83094078.0
2018-07-23,279.45,280.43,279.06,280.24,47606016.0
2018-07-24,281.73,282.56,280.63,281.55,68736774.0
2018-07-25,281.33,284.37,281.28,284.14,80239697.0
2018-07-26,283.2,284.11,283.09,283.3,59404205.0
2018-07-27,283.71,283.82,280.38,281.46,78755772.0
2018-07-30,281.51,281.69,279.36,279.9,65270286.0
2018-07-31,280.81,282.02,280.38,281.19,71284048.0
2018-08-01,281.56,282.13,280.1315,280.89,55357171.0
2018-08-02,279.39,282.58,279.16,282.39,65221869.0
2018-08-03,282.53,283.6577,282.33,283.62,54992919.0
2018-08-06,283.64,284.99,283.2015,284.66,40476791.0
2018-08-07,285.39,286.01,285.24,285.58,44340537.0
2018-08-08,285.39,285.91,284.94,285.44,43039504.0
2018-08-09,285.53,285.97,284.915,285.09,36423073.0
2018-08-10,283.45,284.055,282.36,283.16,77955013.0
2018-08-13,283.47,284.16,281.77,282.08,66977189.0
2018-08-14,282.92,284.17,282.4833,283.82,44779018.0
2018-08-15,282.38,282.54,280.16,281.75,104669550.0
2018-08-16,283.36,285.04,283.36,284.08,71100475.0
2018-08-17,283.83,285.5601,283.37,285.02,67003717.0
2018-08-20,285.57,285.97,285.06,285.68,41000517.0
2018-08-21,286.25,287.31,285.7135,286.27,68286269.0
2018-08-22,285.88,286.76,285.575,286.21,45508737.0
2018-08-23,285.97,286.94,285.43,285.79,49872622.0
2018-08-24,286.44,287.67,286.38,287.52,58162308.0
2018-08-27,288.86,289.9,288.68,289.73,58337139.0
2018-08-28,290.3,290.4175,289.4,289.8395,47809662.0
2018-08-29,290.16,291.74,289.8854,291.45,63047190.0
2018-08-30,290.94,291.36,289.63,290.32,62526061.0
2018-08-31,289.84,290.81,289.29,290.27,67955528.0
2018-09-04,289.84,290.21,288.68,289.84,58789013.0
2018-09-05,289.41,289.64,287.89,289.07,76145573.0
2018-09-06,289.15,289.49,287.0,288.16,67235277.0
2018-09-07,286.98,288.7,286.71,287.53,74818657.0
2018-09-10,288.74,289.04,287.88,288.09,51016851.0
2018-09-11,287.37,289.55,286.975,289.13,52375991.0
2018-09-12,289.06,289.8,288.23,289.18,60575938.0
2018-09-13,290.32,291.0384,289.995,290.8,52019121.0
2018-09-14,291.06,291.27,290.0,290.92,55917676.0
2018-09-17,290.82,290.86,289.03,289.4,69333285.0
2018-09-18,289.58,291.58,289.55,290.92,63932290.0
2018-09-19,290.97,291.69,290.825,291.25,50283683.0
2018-09-20,292.64,293.94,291.2363,293.53,103959169.0
2018-09-21,293.09,293.22,291.81,292.04,107157043.0
2018-09-24,291.34,291.5,290.37,291.08,54671313.0
2018-09-25,291.53,291.65,290.4833,290.7,46702181.0
2018-09-26,290.91,292.24,289.41,289.805,81461259.0
2018-09-27,290.41,291.91,290.1,290.68,60378141.0
2018-09-28,289.99,291.28,289.95,290.57,72381508.0
2018-10-01,292.11,292.93,290.98,291.7,63634059.0
2018-10-02,291.56,292.355,291.14,291.61,49096939.0
2018-10-03,292.74,293.21,291.32,291.76,66022129.0
2018-10-04,291.18,291.24,287.66,289.53,113147728.0
2018-10-05,289.69,290.27,286.22,287.81,108781268.0
2018-10-08,287.05,288.22,285.5,287.8,88771776.0
2018-10-09,287.39,288.86,286.77,287.48,75481888.0
2018-10-10,286.83,286.91,277.88,278.27,217049445.0
2018-10-11,277.08,278.9,270.36,272.54,277877162.0
2018-10-12,276.77,277.09,272.37,276.01,185257288.0
2018-10-15,275.55,277.04,274.3,274.49,104838973.0
2018-10-16,276.6,280.82,276.07,280.24,121028473.0
2018-10-17,280.44,281.15,277.56,280.42,111897958.0
2018-10-18,279.4,280.07,274.97,276.39,137804219.0
2018-10-19,277.13,279.3,275.47,276.1797,140662678.0
2018-10-22,277.0,277.36,274.41,275.03,83420677.0
2018-10-23,270.95,274.87,268.61,273.52,148031789.0
2018-10-24,273.33,273.76,264.7,265.21,180061325.0
2018-10-25,267.38,271.81,266.23,270.01,140353452.0
2018-10-26,265.92,271.0,262.29,265.22,203923040.0
2018-10-29,268.8,270.25,259.85,263.69,162968623.0
2018-10-30,263.67,268.12,263.12,267.88,159696059.0
2018-10-31,270.65,273.23,270.12,270.69,131674297.0
2018-11-01,271.6,273.73,270.38,273.37,101051621.0
2018-11-02,274.75,275.23,269.59,271.8,124249254.0
2018-11-05,272.44,274.01,271.35,273.47,69873066.0
2018-11-06,273.32,275.3,273.25,275.11,60827084.0
2018-11-07,277.56,281.1,277.08,281.0,104778528.0
2018-11-08,280.11,281.22,279.22,280.48,67444757.0
2018-11-09,279.03,279.24,276.18,277.82,101244637.0
2018-11-12,277.19,277.46,271.99,272.4795,101689304.0
2018-11-13,273.09,275.325,271.25,272.04,99239981.0
2018-11-14,274.16,274.61,268.45,270.15,128960318.0
2018-11-15,268.78,273.54,267.0102,273.01,136215785.0
2018-11-16,271.79,274.75,271.21,273.73,128968576.0
2018-11-19,273.05,273.38,268.07,269.12,104845636.0
2018-11-20,265.36,267.0,263.15,264.15,137953946.0
2018-11-21,265.86,267.15,265.01,265.03,77283500.0
2018-11-23,263.18,264.8234,263.07,263.32,44012132.0
2018-11-26,265.78,267.75,265.34,267.43,81413911.0
2018-11-27,266.34,268.4,265.66,268.29,79161825.0
2018-11-28,269.6,274.58,268.3272,274.36,129875459.0
2018-11-29,273.71,275.55,272.43,273.95,83664985.0
2018-11-30,273.81,276.28,273.45,275.685,100386880.0
2018-12-03,280.28,280.4,277.505,279.26,104690284.0
2018-12-04,278.37,278.85,269.9,270.39,182203555.0
2018-12-06,265.92,269.97,262.44,269.77,207107459.0
2018-12-07,269.46,271.22,262.63,263.66,163396256.0
2018-12-10,263.37,265.1613,258.62,264.07,153231653.0
2018-12-11,267.66,267.87,262.48,264.11,123751607.0
2018-12-12,267.47,269.0,265.37,265.53,99519604.0
2018-12-13,266.52,267.49,264.12,265.38,97977658.0
2018-12-14,262.96,264.03,259.85,260.57,118649525.0
2018-12-17,259.4,260.65,253.525,255.17,168348737.0
2018-12-18,257.2,257.95,253.28,255.11,135891775.0
2018-12-19,255.17,259.4,249.35,251.04,217325252.0
2018-12-20,249.86,251.62,244.65,247.11,254595504.0
2018-12-21,246.74,249.71,239.98,240.61,261701849.0
2018-12-24,239.04,240.8355,234.27,234.37,148557724.0
2018-12-26,235.97,246.18,233.76,245.9095,222380482.0
2018-12-27,242.57,248.29,238.96,248.21,190958804.0
2018-12-28,249.58,251.4,246.45,247.73,154974847.0
2018-12-31,249.56,250.19,247.47,250.08,147557713.0
2019-01-02,245.98,251.21,245.95,250.23,132165224.0
2019-01-03,248.23,248.57,243.67,244.15,146823673.0
2019-01-04,247.59,253.11,247.17,252.39,145055352.0
2019-01-07,252.69,255.95,251.69,254.29,105208591.0
2019-01-08,256.82,257.31,254.0,256.62,103624383.0
2019-01-09,257.56,258.91,256.19,257.92,96652953.0
2019-01-10,256.26,259.16,255.5,258.98,98370502.0
2019-01-11,257.68,259.0098,257.03,258.81,73870479.0
2019-01-14,256.86,258.3,256.41,257.35,71747098.0
2019-01-15,257.82,260.7,257.81,260.23,87140531.0
2019-01-16,260.83,261.9666,260.6,260.96,79910690.0
2019-01-17,260.01,263.92,259.96,263.0,97376854.0
2019-01-18,264.98,266.98,262.998,266.42,130617796.0
2019-01-22,264.82,265.06,261.06,262.94,117524932.0
2019-01-23,264.01,264.79,260.66,263.35,87913109.0
2019-01-24,263.21,264.2,262.08,263.6,61342224.0
2019-01-25,265.61,266.7,263.6595,265.78,98218282.0
2019-01-28,263.39,263.83,261.79,263.78,87421778.0
2019-01-29,263.92,264.55,262.48,263.52,67650406.0
2019-01-30,265.1,268.52,264.25,267.44,93982824.0
2019-01-31,267.51,270.47,267.27,269.81,107152582.0
2019-02-01,270.15,271.2,269.18,270.08,87113187.0
2019-02-04,270.11,272.03,269.36,272.01,63614067.0
2019-02-05,272.44,273.44,271.88,273.16,82298180.0
2019-02-06,272.79,273.34,271.92,272.83,61485829.0
2019-02-07,270.94,271.55,268.29,270.17,96611850.0
2019-02-08,268.75,270.58,267.83,270.54,76471005.0
2019-02-11,271.2,271.49,270.03,270.69,69530504.0
2019-02-12,272.42,274.52,272.34,274.06,73533121.0
2019-02-13,275.03,275.93,274.56,274.95,66896771.0
2019-02-14,273.78,275.64,272.87,274.46,84116124.0
2019-02-15,276.36,277.41,276.13,277.38,98445574.0
2019-02-19,276.4813,278.58,276.47,277.88,60016568.0
2019-02-20,277.81,278.92,277.25,278.43,77459348.0
2019-02-21,277.7,278.1,276.345,277.46,64937725.0
2019-02-22,278.11,279.36,277.4029,279.16,81379467.0
2019-02-25,280.73,281.31,279.43,279.59,70022314.0
2019-02-26,279.1,280.3,278.9,279.34,58160878.0
2019-02-27,278.52,279.59,277.48,279.18,58056699.0
2019-02-28,278.96,279.45,278.32,278.65,71882901.0
2019-03-01,280.44,280.88,278.82,280.41,80364273.0
2019-03-04,281.6,281.87,276.84,279.38,109422531.0
2019-03-05,279.54,279.76,278.41,279.06,61491071.0
2019-03-06,279.15,279.16,276.97,277.34,78461884.0
2019-03-07,276.83,276.99,274.07,275.13,96843080.0
2019-03-08,272.94,274.65,272.42,274.49,87028556.0
2019-03-11,275.26,278.62,275.23,278.48,66974717.0
2019-03-12,279.06,280.07,278.85,279.44,80874307.0
2019-03-13,280.48,282.38,280.3,281.33,82988832.0
2019-03-14,281.37,281.84,280.6662,281.2,69214751.0
2019-03-15,280.54,282.21,280.33,281.34,82741834.0
2019-03-18,281.55,282.66,281.3,282.42,63367903.0
2019-03-19,283.51,284.36,281.41,282.51,91812444.0
2019-03-20,282.16,283.5,280.32,281.5,86060887.0
2019-03-21,280.64,285.18,280.59,284.58,81184605.0
2019-03-22,283.22,283.8034,279.18,279.34,126176990.0
2019-03-25,278.87,280.1853,277.64,279.0,86567168.0
2019-03-26,280.99,282.18,279.56,281.04,69386210.0
2019-03-27,281.11,281.76,277.93,279.55,73396221.0
2019-03-28,280.35,281.21,279.07,280.71,57431828.0
2019-03-29,282.39,282.84,281.14,282.45,86158219.0
2019-04-01,284.7,286.16,284.4,285.74,80192089.0
2019-04-02,286.04,286.23,285.09,285.99,40808711.0
2019-04-03,287.32,287.76,285.75,286.45,69511484.0
2019-04-04,286.78,287.459,286.01,287.18,50144575.0
2019-04-05,287.92,288.63,287.6,288.52,59597762.0
2019-04-08,288.1,288.91,287.37,288.8,54576741.0
2019-04-09,287.72,288.08,286.7,287.33,67706578.0
2019-04-10,287.77,288.3899,287.31,288.29,53474655.0
2019-04-11,288.83,288.84,287.578,288.23,55858801.0
2019-04-12,290.0,290.47,288.261,290.13,70919665.0
2019-04-15,290.24,290.35,289.075,289.98,50455219.0
2019-04-16,290.95,291.01,289.5,290.1705,52818514.0
2019-04-17,291.4,291.425,288.99,289.47,59131849.0
2019-04-18,290.1,290.32,288.66,289.99,69601739.0
2019-04-22,289.17,290.435,289.07,290.3,41438319.0
2019-04-23,290.68,293.14,290.42,292.89,53717869.0
2019-04-24,292.79,293.16,292.07,292.21,51150196.0
2019-04-25,292.12,292.78,290.73,292.13,59111801.0
2019-04-26,292.1,293.49,291.2401,293.41,51864349.0
2019-04-29,293.51,294.45,293.41,293.78,58217271.0
2019-04-30,293.49,294.34,291.92,293.87,83418943.0
2019-05-01,294.72,294.95,291.8,291.82,72689383.0
2019-05-02,291.68,292.7,289.52,291.13,66830633.0
2019-05-03,292.82,294.34,291.2998,293.98,57828940.0
2019-05-06,289.25,293.31,288.9,292.83,117885315.0
2019-05-07,290.15,290.81,285.81,288.05,148103972.0
2019-05-08,287.53,289.43,286.87,287.73,93518272.0
2019-05-09,285.23,287.33,283.3,286.67,105484233.0
2019-05-10,285.62,288.94,282.3,288.03,113435772.0
2019-05-13,282.42,283.49,279.93,280.9905,130626738.0
2019-05-14,281.99,285.1,281.85,283.38,80127712.0
2019-05-15,281.59,285.77,281.36,285.15,75289562.0
2019-05-16,285.84,289.21,285.76,287.68,78222782.0
2019-05-17,285.14,288.6,285.1207,285.94,102052912.0
2019-05-20,284.06,285.962,283.12,283.96,64170379.0
2019-05-21,285.83,286.93,285.55,286.48,47820098.0
2019-05-22,285.45,286.69,285.1,285.62,50144366.0
2019-05-23,283.205,283.21,280.57,282.19,100251363.0
2019-05-24,283.74,284.2,282.09,282.95,56290096.0
2019-05-28,283.09,284.15,280.13,280.31,71181073.0
2019-05-29,278.91,279.36,276.71,278.26,106194018.0
2019-05-30,279.11,280.04,277.805,278.98,63619067.0
2019-05-31,276.2,277.12,275.24,275.37,88950271.0
2019-06-03,275.32,276.5521,273.09,274.61,97829990.0
2019-06-04,277.12,280.68,276.62,280.49,78655444.0
2019-06-05,282.33,282.99,280.32,282.87,72864182.0
2019-06-06,283.29,285.55,282.57,284.78,73406945.0
2019-06-07,285.93,288.85,285.74,287.58,75657962.0
2019-06-10,289.37,290.82,288.8734,288.9305,61774465.0
2019-06-11,290.99,291.4,288.1805,288.91,59466020.0
2019-06-12,288.64,289.26,287.815,288.3,48189729.0
2019-06-13,289.4,289.98,288.62,289.58,50062283.0
2019-06-14,289.26,289.93,288.41,289.23,53455035.0
2019-06-17,289.52,290.22,289.18,289.47,40412734.0
2019-06-18,291.39,293.57,290.99,292.32,87949170.0
2019-06-19,292.55,293.65,291.47,293.01,80843620.0
2019-06-20,296.04,296.3093,293.1255,295.88,118177314.0
2019-06-21,294.13,295.52,293.76,294.0,86831535.0
2019-06-24,294.23,294.58,293.47,293.66,48346062.0
2019-06-25,293.7,293.73,290.64,290.78,86145268.0
2019-06-26,291.75,292.31,290.345,290.51,54550945.0
2019-06-27,291.31,292.06,290.89,291.52,41184771.0
2019-06-28,292.58,293.55,292.01,293.1,61281271.0
2019-07-01,296.68,296.92,294.33,295.58,80972325.0
2019-07-02,295.61,296.49,294.68,296.44,62258442.0
2019-07-03,297.18,298.82,297.02,298.8,42248078.0
2019-07-05,297.44,298.64,296.01,298.27,52650445.0
2019-07-08,297.01,298.2579,296.22,296.86,47352766.0
2019-07-09,295.54,297.52,295.48,297.23,42301733.0
2019-07-10,298.37,299.66,297.78,298.61,59656591.0
2019-07-11,299.32,299.58,298.2,299.32,51545653.0
2019-07-12,299.85,300.73,299.51,300.65,41362400.0
2019-07-15,301.13,301.13,300.19,300.84,34419769.0
2019-07-16,300.65,300.88,299.44,299.78,41252625.0
2019-07-17,299.75,299.93,297.74,297.78,45903553.0
2019-07-18,297.19,299.25,296.7,298.87,52346311.0
2019-07-19,300.04,300.07,296.96,297.26,72696883.0
2019-07-22,297.61,298.5,297.04,297.81,45886285.0
2019-07-23,299.14,300.03,298.22,299.98,45969686.0
2019-07-24,299.19,301.44,299.09,301.4,48730753.0
2019-07-25,300.94,301.0,299.11,299.97,58984311.0
2019-07-26,300.76,302.23,300.62,301.96,48115422.0
2019-07-29,301.88,301.93,300.85,301.49,39076088.0
2019-07-30,299.91,301.17,299.49,300.79,47114717.0
2019-07-31,300.99,301.2,295.2,297.4,106681828.0
2019-08-01,297.6,300.87,293.96,295.0,145021954.0
2019-08-02,293.85,294.12,290.9,292.62,119022508.0
2019-08-05,288.09,288.21,281.72,284.05,183198274.0
2019-08-06,285.91,288.04,284.28,287.73,124236590.0
2019-08-07,284.4,288.82,282.04,288.16,142254766.0
2019-08-08,289.62,293.62,289.01,293.59,90112173.0
2019-08-09,292.58,293.24,289.65,291.6,95091532.0
2019-08-12,289.96,291.6052,287.02,287.93,58248189.0
2019-08-13,287.74,294.15,287.36,292.42,96643300.0
2019-08-14,288.07,292.4644,283.76,284.02,138650630.0
2019-08-15,284.88,285.64,282.39,284.65,103711759.0
2019-08-16,286.48,289.33,284.7138,288.81,87151223.0
2019-08-19,292.19,293.08,291.44,292.32,56116895.0
2019-08-20,291.77,292.36,289.95,290.02,53406540.0
2019-08-21,292.48,292.86,291.72,292.41,51117691.0
2019-08-22,293.23,293.93,290.4,292.33,53036877.0
2019-08-23,290.92,292.76,283.47,284.88,151633008.0
2019-08-26,287.27,288.0,285.58,287.95,74581806.0
2019-08-27,289.54,289.95,286.03,286.7,69217186.0
2019-08-28,286.14,289.07,285.25,288.84,60999504.0
2019-08-29,291.72,293.16,290.61,292.58,59225194.0
2019-08-30,294.22,294.2399,291.42,292.4527,64676117.0
2019-09-03,290.57,291.58,289.27,290.75,70523272.0
2019-09-04,293.14,294.055,292.31,293.97,48447464.0
2019-09-05,296.79,298.83,294.001,297.75,84134211.0
2019-09-06,298.17,298.76,297.42,298.05,50175287.0
2019-09-09,299.14,299.24,297.16,298.2,52006396.0
2019-09-10,297.36,298.2,295.97,298.09,58797500.0
2019-09-11,298.47,300.34,297.75,300.31,69964932.0
2019-09-12,301.25,302.46,300.41,301.36,73765948.0
2019-09-13,301.78,302.17,300.68,300.99,62876882.0
2019-09-16,299.84,301.1378,299.45,300.21,60055479.0
2019-09-17,299.94,301.02,299.75,300.95,43560752.0
2019-09-18,300.49,301.22,298.24,301.1,75049588.0
2019-09-19,301.53,302.63,300.7103,301.07,79490929.0
2019-09-20,300.36,300.67,297.41,298.08,99626161.0
2019-09-23,297.55,299.0,297.27,298.3,48321226.0
2019-09-24,299.41,299.84,294.81,295.92,98688410.0
2019-09-25,295.96,298.11,294.33,297.61,78417632.0
2019-09-26,297.63,297.86,295.45,297.0,59165581.0
2019-09-27,297.83,297.9465,293.69,295.41,86011770.0
2019-09-30,295.97,297.55,295.92,296.7905,54249399.0
2019-10-01,297.74,298.455,293.0,293.32,90963980.0
2019-10-02,291.5,291.51,286.64,288.16,126335327.0
2019-10-03,287.81,290.45,284.82,290.45,86869960.0
2019-10-04,291.14,294.63,290.82,294.3,67767580.0
2019-10-07,293.47,295.26,292.77,293.1,62088645.0
2019-10-08,291.04,291.85,288.49,288.66,103504306.0
2019-10-09,290.75,292.3,288.6559,291.12,70229917.0
2019-10-10,291.18,294.21,291.0,293.29,57867131.0
2019-10-11,296.27,298.74,296.1448,296.25,102672621.0
2019-10-14,295.93,296.67,295.57,296.03,41283428.0
2019-10-15,297.1,299.7,296.97,298.88,48895657.0
2019-10-16,298.37,299.16,297.92,298.46,52994390.0
2019-10-17,299.68,300.24,298.515,299.21,47733412.0
2019-10-18,298.69,299.395,296.99,298.09,65642672.0
2019-10-21,299.42,300.21,298.935,300.03,40676748.0
2019-10-22,300.58,300.9,298.91,298.99,50056997.0
2019-10-23,298.73,299.94,298.495,299.83,35723766.0
2019-10-24,300.91,301.07,299.4601,300.42,36772203.0
2019-10-25,299.74,302.2,299.6806,301.59,46278271.0
2019-10-28,302.94,303.85,302.91,303.34,43245339.0
2019-10-29,303.0,304.23,302.86,303.14,44955590.0
2019-10-30,303.43,304.55,301.99,304.21,50475026.0
2019-10-31,304.13,304.13,301.73,303.33,70472882.0
2019-11-01,304.92,306.19,304.74,306.17,72649752.0
2019-11-04,307.85,308.0,306.96,307.37,61451913.0
2019-11-05,307.59,307.9195,306.71,307.04,44001870.0
2019-11-06,307.03,307.4,306.06,307.07,47383539.0
2019-11-07,308.57,309.65,307.66,308.21,55053333.0
2019-11-08,307.8,309.0036,307.03,308.93,49653540.0
2019-11-11,307.42,308.54,307.27,308.36,36335724.0
2019-11-12,308.75,309.99,308.15,308.96,47933274.0
2019-11-13,307.91,309.54,307.66,309.15,55252450.0
2019-11-14,308.79,309.64,308.09,309.54,52602572.0
2019-11-15,311.02,311.84,310.26,311.81,62832522.0
2019-11-18,311.53,312.28,311.03,311.98,50489632.0
2019-11-19,312.68,312.69,311.22,311.91,69272746.0
2019-11-20,311.28,311.85,309.06,310.81,80921343.0
2019-11-21,310.89,311.01,309.39,310.3,55273030.0
2019-11-22,311.09,311.24,309.85,311.02,45485710.0
2019-11-25,311.98,313.37,311.98,313.33,50273892.0
